id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at
10355,3,8,825384552608702464,Me da risa el pocote de Trump-liebers que comenzaron a salir de repente.Esta claro: carisma o verbo cortante sirven para atraer multitudes,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:46:26 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10353,3,8,825374806677868544,Que chimbo que la burocracia te alcance...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:07:43 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10351,3,8,825375923809685504,Serena Williams regresa a lo grande: acaba de ganar el #AusOpen superando a Steffi Graff en numero de Grand Slams,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:12:09 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10358,3,8,825373872690171905,Lei que un chamo que llevaba mas tiempo en la universidad de lo que uno aspira quedarse termino siendo victima del regimen de permanencia,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:04:00 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10360,3,8,825369744215834624,"La Serie del Caribe será transmitida por Directv, ESPN y IVC.",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 15:47:36 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10363,3,8,824973338841858050,Aparentemente lo de FOX y Directv es en toda Latinoamerica.Si se va Fox Sports nos quedamos sin Copa Libertadores salvo que GolTV lo agarre,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:32:25 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10366,3,8,824971067244605440,La pregunta es si pasa en sentido inverso...https://t.co/LAGzmbWUGY,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:23:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10369,3,8,824970599961358336,"Saben que a Maduro no le importa, ¿verdad?https://t.co/4Mkc7TPpyZ",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:21:32 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10330,3,8,825405389885825026,RT @44Jesteller: 3) 🏀 El 50% de los Equipos no están entrenando. Ni trabajando. La RDP fue un Montaje. Vendrán más mentiras para excusar q…,Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-28 18:09:14 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10335,3,8,825403084956368901,Con poca gente en las gradas no puedes aspirar otra cosahttps://t.co/jfYEEOhYdJ,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:00:05 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10340,3,8,825397754788716546,"De ser asi, todos los equipos de futbol caraqueños tendrian circuitos radiales...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:38:54 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10343,3,8,825392261819142146,Ademas de Deportiva 1300 AMCenter que anuncia la transmision de varios juegos de #Futve,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:17:04 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10344,3,8,825391750474825728,Circuitos radiales #FutVe en Caracas:CFC: Deportes Union RadioMetropolitanos: Radio UnoAtletico Vzla: Inolvidable FCLa Guaira: por web,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:15:03 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10346,3,8,825396221724471298,"Serie del Caribe por cable.#FutVe por cable.Juegos de la vinotinto basket por cable.LPB, si Tves no reclama, por cable...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:32:49 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10350,3,8,825380646604386304,Hoy es Año Nuevo Chino,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:30:55 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10357,3,8,825374016613519364,Al chamo solo le faltaba firmar el acta de grado...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:04:34 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10354,3,8,825374711219617792,Tambien me hace pensar que a pesar de estar a la vanguardia del conocimiento mi universidad no dejara de ser una universidad PUBLICA,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:07:20 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10359,3,8,825370417913274368,Por si me stalkeas: #AquiSiSeHablaMalDeChavez y de todos los politicos en general...,Twitter Web Client,false,false,,,,,,,1,5,,false,es,2017-01-28 15:50:16 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10361,3,8,825384786441154560,Lo interesante es que muchos de esos Trump-liebers critican a los fanboys de otros politicos...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:47:22 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10362,3,8,825369602674872320,"La prepa de #FS1111 del martes sera repaso de todo lo que han visto, incluyendo movimiento circular. ENE124, hora 1-2.#USBve",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 15:47:02 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10365,3,8,825368904272850945,"RT @IgnacioSerrano: Así se jugará la Serie del Caribe. Este es el calendario y horarios del torneo, que empieza el miércoles: https://t.co/…",Twitter Web Client,true,false,,,,,,,0,7,,false,es,2017-01-28 15:44:16 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10367,3,8,825369293395202050,A la verg...https://t.co/bDOi0x9dLe,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 15:45:48 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10374,3,8,824448254565818373,"RT @germancartaya: Porq nuestros estadios no tienen capacidad para albergar 5-6 canales, tantas cámaras, casetas, móviles, fly, etc... http…",Twitter Web Client,true,false,,,,,,,0,8,,false,es,2017-01-26 02:45:56 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10377,3,8,824442081095585795,"RT @solotigreros: 4 a 0 sobre Tigres, 4 a 1 sobre Caribes y 4 a 1 sobre Cardenales, una aplanadora estas Aguilas durante el mes de Enero!!!",Twitter Web Client,true,false,,,,,,,0,10,,false,es,2017-01-26 02:21:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10375,3,8,824448099682816002,La pregunta es si Venevision o Meridiano TV irian a transmitir la Serie del Caribe o le dejan el muerto a IVC,Twitter Web Client,false,false,,,,,,,0,1,,false,es,2017-01-26 02:45:19 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10381,3,8,824436982734589954,Cuenta caliente para pitcher y bateador,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 02:01:08 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10382,3,8,824436384916275201,¡Jonron de Rivero! ¡Lara peleando hasta el final!,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:58:46 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10386,3,8,824435812691562496,Atajada de feria en el LF y fly out en el CF. Falta UN OUT,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:56:29 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10388,3,8,824433776663130113,Otra carrera zuliana. Eso esta listo...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:48:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10391,3,8,824422574520201216,"Hola, hoy tuve clases, chao...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:03:53 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10394,3,8,824420110744059904,RT @ninarojaz: La directiva del Dvo Anzoátegui no pudo  llegar a un acuerdo con el panameño Ernesto Sinclair #Fichajes #DANZ,Twitter Web Client,true,false,,,,,,,0,7,,false,es,2017-01-26 00:54:06 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10397,3,8,824419639115579392,"RT @44Jesteller: 5) El problema es que los $ Nuevamente están en entredicho. Les darán, pero menos. Si sacan a Carl, al día sig demandan a…",Twitter Web Client,true,false,,,,,,,0,10,,false,es,2017-01-26 00:52:13 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10399,3,8,824419501936693248,"RT @44Jesteller: 2) 🏀 Es lo que está pasando en #Marinos desde hace 2 años, nadie quiere ir.Por eso tuvieron que jugársela con Ronald Guill…",Twitter Web Client,true,false,,,,,,,0,9,,false,es,2017-01-26 00:51:40 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10402,3,8,824419592986656768,"RT @44Jesteller: 4) #Marinos tiene contenidas 19 demandas en FIBA. Carl Herrera ha hecho un gran trabajo en ese sentido, conteniendo a los…",Twitter Web Client,true,false,,,,,,,0,12,,false,es,2017-01-26 00:52:02 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10406,3,8,824103739443347457,RT @44Jesteller: 8) 🏀 Yo creo que el campeonato va a empezar. Y Quizás en otra fecha. Con Menos $ del acuerdo inicial. El Ministro se moles…,Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-25 03:56:57 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10408,3,8,824103640533237761,RT @44Jesteller: 6) 🏀Los $ iban encaminados.Se trancaron cuando vieron el abuso de algunos equipos.Los doble facturadores de siempre.Y los…,Twitter Web Client,true,false,,,,,,,0,20,,false,es,2017-01-25 03:56:33 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10410,3,8,824103531707826177,RT @44Jesteller: 3) 🏀 La #LPB estaba esperando recibir unos $ comprometidos para el martes pasado. Les Mintieron. Por eso es q no están ni…,Twitter Web Client,true,false,,,,,,,0,16,,false,es,2017-01-25 03:56:07 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:10 +0000
10413,3,8,824101908805779456,"Ganó Cardenales, asi que habra final mañana.Serie 3-1",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-25 03:49:40 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10415,3,8,823291495771996160,No se dejen engañar: le esta jalando a los rusos...https://t.co/FKQBfFVs71,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 22:09:23 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10418,3,8,823287806739042305,RT @manuelabolivar: La decisión de desechar nuevo currículo escolar es una victoria para los educadores y la familia venezolana.,Twitter Web Client,true,false,,,,,,,0,112,,false,es,2017-01-22 21:54:43 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10421,3,8,823273912842780672,RT @2010MisterChip: GAB 0-0 CAM (FT) - Eliminado el anfitrión (Gabón) tras empatar todos sus partidos. Pasan a cuartos Burkina Faso (1º) y…,Twitter Web Client,true,false,,,,,,,0,45,,false,es,2017-01-22 20:59:31 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10338,3,8,825400088658853888,Equipos caraqueños de #FutVe:4 en Primera5 en Segunda (dos filiales)5 en Tercera (tres filiales) ademas de Pellicanos que juega en CCS,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:48:10 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10342,3,8,825396336048607233,Tal parece que el deporte venezolano solo se vera por cable. De momento se ha salvado el beisbol...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:33:16 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10337,3,8,825401851642265600,15 equipos de futbol caraqueños jugando en dos canchas..Si quitamos a los de Tercera y filiales serian 7. Siguen habiendo dos canchas...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:55:11 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10348,3,8,825384954318168064,Beliebers vs selenators transferidos al ambito politico...Por eso es mejor no creer en ninguno,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:48:02 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10352,3,8,825375045891588097,Hoy es Dia Nacional del Cine...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:08:40 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10356,3,8,825374572916699136,"Este caso me hace pensar que tengo que graduarme antes de que los cuarenta me alcance, right now...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:06:47 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10349,3,8,825381222696284163,"Hoy comienza el #futve, espero que el @AraguaFC haga un buen torneo. Les hare seguimiento....",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 16:33:12 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10368,3,8,825371449200353280,Transmisiones de #FutVe a rabiar...NINGUNO por señal abierta...En todo caso ¡COMENZÓ EL #FUTVE!https://t.co/ERR2sQ7lPU,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 15:54:22 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10364,3,8,824972541928230912,RT @InfoRitmica: Parece q Rizatdinova no sigue entrenando. Mañana no estará en LA y la federación ucraniana asegura q no saben donde está e…,Twitter Web Client,true,false,,,,,,,0,22,,false,es,2017-01-27 13:29:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10370,3,8,824970038859935745,Los canales que se van son de la FOX. https://t.co/Q9hwqs1eGn,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:19:19 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10373,3,8,824968550997749760,#usbve Litoral vuelve a clases el lunes,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:13:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10380,3,8,824437766389956608,"Aguilas no ganaba desde 2000. Van por su tercera Serie del Caribe, no la ganan desde 1989 en Mexico",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 02:04:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10376,3,8,824442448655118336,¡Y Aguilas del Zulia alza el trofeo Maltin Polar!,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 02:22:51 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10384,3,8,824436019068108800,RT @MeridianoTV: #CopaDeAfrica || Egipto derrotó a Ghana y clasificó de primero en su grupo https://t.co/6zg1V1bYOw https://t.co/TPgPfEl96e,Twitter Web Client,true,false,,,,,,,0,5,,false,es,2017-01-26 01:57:18 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10389,3,8,824433349838176256,El estadio de #humohttps://t.co/2cvoyrgDDc,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:46:42 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10395,3,8,824419688256073728,"RT @44Jesteller: 6) 🏀 Hasta ahora, La única demanda en FIBA que tiene #Marinos, es la de German Gabriel. Lo del Grillo fue solo una carta p…",Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-01-26 00:52:25 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10392,3,8,824431320516456450,Galvis anota en carrera y Zulia GANA 4 a 1...El titulo esta cerquita,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 01:38:38 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10400,3,8,824419442838929408,"RT @44Jesteller: 1) 🏀 #Marinos le extendió una Oferta a Piti Hurtado, para que sea su Head Coach. Hurtado la considera, pero duda por la Si…",Twitter Web Client,true,false,,,,,,,0,11,,false,es,2017-01-26 00:51:26 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10401,3,8,824105014067134465,"La misma filosofia del CFC...De la Organizacion Cocodrilos, en general...https://t.co/mPXVmBn7DO",Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-25 04:02:01 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10409,3,8,824103600955805696,"RT @44Jesteller: 5) 🏀 El Calendario no está hecho. La Rueda de Prensa fue un Montaje. Por eso, es que para el 24 anunciaron 1 solo juego, e…",Twitter Web Client,true,false,,,,,,,0,17,,false,es,2017-01-25 03:56:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10404,3,8,824103852131676160,"RT @44Jesteller: 9) 🏀 Del Despacho del Ministro, me envían esto. La Solicitud Formal de los $ de la #LPB. Equipo por equipo https://t.co/be…",Twitter Web Client,true,false,,,,,,,0,84,,false,es,2017-01-25 03:57:24 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10411,3,8,824103565958516737,"RT @44Jesteller: 4)🏀 Los equipos con DT, extranjeros ni siquiera los han traído. Ni entrenan. No lo hacen, porque no saben si recibirán los…",Twitter Web Client,true,false,,,,,,,0,15,,false,es,2017-01-25 03:56:15 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:10 +0000
10416,3,8,823290430825627650,#USBvehttps://t.co/PeAfDXQJh3,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-01-22 22:05:09 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10417,3,8,824103450325774336,"RT @44Jesteller: 1) 🏀 La Reunion de Hoy en Maracay enter la #LPB y la #FVB, fue cancelada.Una de las partes no quiso reunirse con la otra.L…",Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-25 03:55:48 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10419,3,8,823287695510241280,RT @cactus24noticia: #Ministerio de Educación suspende aplicación de nuevo currículo escolarhttps://t.co/rv9GrmNoMr,Twitter Web Client,true,false,,,,,,,0,11,,false,es,2017-01-22 21:54:17 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10424,3,8,823249428974866436,Ehhmmmm....NOhttps://t.co/8d4iV6oXKP,Twitter Web Client,false,false,,,,,,,0,0,,false,tl,2017-01-22 19:22:13 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10430,3,8,822982085673631748,Por segundo dia consecutivo Aguilas le mete el bate a Cardenales...Huele a barrida...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 01:39:54 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10371,3,8,824971869652709376,"Hayyr Potter y el misterio de como Trivago se volvio meme.A proposito, ¿han visto la cantidad de precios que hay para una misma habitacion?",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:26:35 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10372,3,8,824967952760000512,"Si Putin es amigo de Maduro y Trump es amigo de Putin,....",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-27 13:11:01 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10378,3,8,824437797822103553,RT @Gravesinho: #UAMVIVE,Twitter Web Client,true,false,,,,,,,0,10,,false,und,2017-01-26 02:04:22 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10379,3,8,824437202637692928,¡Ponchado!¡Aguilas del Zulia ya tiene SEXTO TITULO!,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 02:02:01 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10383,3,8,824436887699988480,Situacion de triple 2. A un strike de la victoria zuliana,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-26 02:00:45 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10387,3,8,824436234974089216,¡A UN STRIKE del campeonato zuliano!,Twitter Web Client,false,false,,,,,,,0,0,,false,it,2017-01-26 01:58:10 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10385,3,8,824447321509355524,#TremendoDatohttps://t.co/chzlkYfEfM,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-01-26 02:42:13 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10390,3,8,824426279172796416,RT @contrapuntovzla: #EntrevistaCTP Enrique Planchart: Ninguna universidad venezolana hoy día merece llamarse universidad https://t.co/nGYq…,Twitter Web Client,true,false,,,,,,,0,6,,false,es,2017-01-26 01:18:36 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10396,3,8,824430111072124928,RT @CDominguesP: https://t.co/8xnpjZ4IiQ,Twitter Web Client,true,false,,,,,,,0,147,,false,und,2017-01-26 01:33:50 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10393,3,8,824427298724143104,Aguilas del Zulia a un inning y medio de er campeon de la LVBP,Twitter Web Client,false,false,,,,,,,0,1,,false,es,2017-01-26 01:22:39 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10398,3,8,824419550913527809,"RT @44Jesteller: 3) 🏀 Entre los Coaches de Nivel, se extendió el hecho de Que #Marinos no le ha pagado a Valdeomillos. Temen ir a la Nave",Twitter Web Client,true,false,,,,,,,0,11,,false,es,2017-01-26 00:51:52 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10403,3,8,824104635774410753,"La novela de la LPB no quiere terminar, luego lloran cuando Fevebaloncesto les quiere meter mano...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-25 04:00:30 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10407,3,8,824103694283276288,"RT @44Jesteller: 7) 🏀  Los Dueños y algunos Gtes #LPB, tenían una reunión importante el Viernes.Esa reunión dependía de la de hoy. Ergo, no…",Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-25 03:56:46 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10405,3,8,824104040762146817,@44Jesteller Guaiqueries pide demasiado...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-25 03:58:09 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:10 +0000
10412,3,8,824103494630199297,"RT @44Jesteller: 2) 🏀 La #LPB comienza el 24 si la Federación Quiere. A estas alturas, está muy comprometido que el campeonato comience esa…",Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-25 03:55:58 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10414,3,8,824101771895312385,Se cayó el puente de #guanape en Vargas.#USBve Litoral sin clases hasta nueva ordenhttps://t.co/nW9x3SvKEt,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-25 03:49:08 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10420,3,8,823287301711294466,RT @aecarri: Es un verdadero triunfo popular la suspensión de la reforma curricular. https://t.co/Eki0z1woao,Twitter Web Client,true,false,,,,,,,0,59,,false,es,2017-01-22 21:52:43 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10425,3,8,823250909689876480,Con esas palizas ira a ir erwe...https://t.co/JngjV2c5TK,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 19:28:06 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10422,3,8,823251703483035650,"RT @FutVeEnDirecto: Ya pronto tendremos una nueva temporada de FutVe: más patadas, árbitros vendidos, canchas el mal estado y barritas con…",Twitter Web Client,true,false,,,,,,,0,106,,false,es,2017-01-22 19:31:16 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10426,3,8,822987838518071296,A veces tengo la impresion de que Trump y Putin van a hacer una alianza contra los chinos...,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-22 02:02:45 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10423,3,8,823251426344308736,Con tantos venezolanos que se estan yendo a Cucuta ¿como es que nadie ha pensado en fundar un equipo de beisbol allá?,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 19:30:09 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
10431,3,8,823247694483300353,"La pregunta es ¿cuantos profesores daran clase ese dia? Porque clases habrá, estamos claros...https://t.co/NgzeUoAWFy",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 19:15:20 +0000,2017-02-20 01:55:11 +0000,2017-02-20 01:55:11 +0000
